# time,O2,Inert
2.327999999999972591e-01,2.124867265000979514e-06,1.970798568171671832e+03
2.330999999999972538e-01,2.081860740358211312e-06,1.970798612610466762e+03
2.333999999999972486e-01,2.039724651867185860e-06,1.970798656239160209e+03
2.336999999999972433e-01,1.998441382222144320e-06,1.970798699072519639e+03
2.339999999999972380e-01,1.957993670685080086e-06,1.970798741125043307e+03
2.342999999999972327e-01,1.918364605868939717e-06,1.970798782410966169e+03
2.345999999999972274e-01,1.879537618666887935e-06,1.970798822944262383e+03
2.348999999999972221e-01,1.841496475324684554e-06,1.970798862738652133e+03
2.351999999999972168e-01,1.804225270653269711e-06,1.970798901807606399e+03
2.354999999999972116e-01,1.767708421378727470e-06,1.970798940164348323e+03
2.357999999999972063e-01,1.731930659626842107e-06,1.970798977821861854e+03
2.360999999999972010e-01,1.696877026539525150e-06,1.970799014792893558e+03
2.363999999999971957e-01,1.662532866020442047e-06,1.970799051089957857e+03
2.366999999999971904e-01,1.628883818607228117e-06,1.970799086725340658e+03
2.369999999999971851e-01,1.595915815467725160e-06,1.970799121711104590e+03
2.372999999999971799e-01,1.563615072517734687e-06,1.970799156059091274e+03
2.375999999999971746e-01,1.531968084657823109e-06,1.970799189780927463e+03
2.378999999999971693e-01,1.500961620126775013e-06,1.970799222888027998e+03
2.381999999999971640e-01,1.470582714969327487e-06,1.970799255391598990e+03
2.384999999999971587e-01,1.440818667615877539e-06,1.970799287302642142e+03
2.387999999999971534e-01,1.411657033571892148e-06,1.970799318631959977e+03
2.390999999999971481e-01,1.383085620214805516e-06,1.970799349390156067e+03
2.393999999999971429e-01,1.355092481696222642e-06,1.970799379587642306e+03
2.396999999999971376e-01,1.327665913947301029e-06,1.970799409234640052e+03
2.399999999999971323e-01,1.300794449785223453e-06,1.970799438341184668e+03
2.402999999999971270e-01,1.274466854118710264e-06,1.970799466917128484e+03
2.405999999999971217e-01,1.248672119250575408e-06,1.970799494972143975e+03
2.408999999999971164e-01,1.223399460275350463e-06,1.970799522515727176e+03
2.411999999999971112e-01,1.198638310570066411e-06,1.970799549557201317e+03
2.414999999999971059e-01,1.174378317376293481e-06,1.970799576105720462e+03
2.417999999999971006e-01,1.150609337471604157e-06,1.970799602170270191e+03
2.420999999999970953e-01,1.127321432928640567e-06,1.970799627759673285e+03
2.423999999999970900e-01,1.104504866960019353e-06,1.970799652882591772e+03
2.426999999999970847e-01,1.082150099847331448e-06,1.970799677547528972e+03
2.429999999999970794e-01,1.060247784952541002e-06,1.970799701762833820e+03
2.432999999999970742e-01,1.038788764810108256e-06,1.970799725536703590e+03
2.435999999999970689e-01,1.017764067298208761e-06,1.970799748877184811e+03
2.438999999999970636e-01,9.971649018874459553e-07,1.970799771792177808e+03
2.441999999999970583e-01,9.769826559654862698e-07,1.970799794289439433e+03
2.444999999999970530e-01,9.572088912360840505e-07,1.970799816376585113e+03
2.447999999999970477e-01,9.378353401909890113e-07,1.970799838061090213e+03
2.450999999999970425e-01,9.188539026532598326e-07,1.970799859350295492e+03
2.453999999999970372e-01,9.002566423905398242e-07,1.970799880251407103e+03
2.456999999999970319e-01,8.820357837968808458e-07,1.970799900771499097e+03
2.459999999999970266e-01,8.641837086417221174e-07,1.970799920917518193e+03
2.462999999999970213e-01,8.466929528846724789e-07,1.970799940696283102e+03
2.465999999999970160e-01,8.295562035547567268e-07,1.970799960114488840e+03
2.468999999999970107e-01,8.127662956928279505e-07,1.970799979178708099e+03
2.471999999999970055e-01,7.963162093558620849e-07,1.970799997895394199e+03
2.474999999999970002e-01,7.801990666818847746e-07,1.970800016270881997e+03
2.477999999999969949e-01,7.644081290143052115e-07,1.970800034311392210e+03
2.480999999999969896e-01,7.489367940844484424e-07,1.970800052023030958e+03
2.483999999999969843e-01,7.337785932511160743e-07,1.970800069411793174e+03
2.486999999999969790e-01,7.189271887960148391e-07,1.970800086483565337e+03
2.489999999999969738e-01,7.043763712739257199e-07,1.970800103244125239e+03
2.492999999999969685e-01,6.901200569165039224e-07,1.970800119699146990e+03
2.495999999999969632e-01,6.761522850886258051e-07,1.970800135854200335e+03
2.498999999999969579e-01,6.624672157962180489e-07,1.970800151714752928e+03
2.501999999999969804e-01,6.490591272445272147e-07,1.970800167286173973e+03
2.504999999999970028e-01,6.359224134458095446e-07,1.970800182573734219e+03
2.507999999999970253e-01,6.230515818754392840e-07,1.970800197582607780e+03
2.510999999999970478e-01,6.104412511754580482e-07,1.970800212317875776e+03
2.513999999999970703e-01,5.980861489046015220e-07,1.970800226784525648e+03
2.516999999999970927e-01,5.859811093338672043e-07,1.970800240987453662e+03
2.519999999999971152e-01,5.741210712866961176e-07,1.970800254931468089e+03
2.522999999999971377e-01,5.625010760228713718e-07,1.970800268621288751e+03
2.525999999999971601e-01,5.511162651652437715e-07,1.970800282061549069e+03
2.528999999999971826e-01,5.399618786684207066e-07,1.970800295256798790e+03
2.531999999999972051e-01,5.290332528285675868e-07,1.970800308211504216e+03
2.534999999999972276e-01,5.183258183334905630e-07,1.970800320930050248e+03
2.537999999999972500e-01,5.078350983521843143e-07,1.970800333416742205e+03
2.540999999999972725e-01,4.975567066630475232e-07,1.970800345675806966e+03
2.543999999999972950e-01,4.874863458199813711e-07,1.970800357711393417e+03
2.546999999999973174e-01,4.776198053556069227e-07,1.970800369527575640e+03
2.549999999999973399e-01,4.679529600208473291e-07,1.970800381128353820e+03
2.552999999999973624e-01,4.584817680601414248e-07,1.970800392517654245e+03
2.555999999999973848e-01,4.492022695215656700e-07,1.970800403699332037e+03
2.558999999999974073e-01,4.401105846011585419e-07,1.970800414677172057e+03
2.561999999999974298e-01,4.312029120207559849e-07,1.970800425454890501e+03
2.564999999999974523e-01,4.224755274386577521e-07,1.970800436036135352e+03
2.567999999999974747e-01,4.139247818924620990e-07,1.970800446424488428e+03
2.570999999999974972e-01,4.055471002734167202e-07,1.970800456623465379e+03
2.573999999999975197e-01,3.973389798316480085e-07,1.970800466636519332e+03
2.576999999999975421e-01,3.892969887116443702e-07,1.970800476467039061e+03
2.579999999999975646e-01,3.814177645173802961e-07,1.970800486118352410e+03
2.582999999999975871e-01,3.736980129064821724e-07,1.970800495593725600e+03
2.585999999999976096e-01,3.661345062128475185e-07,1.970800504896367102e+03
2.588999999999976320e-01,3.587240820971420360e-07,1.970800514029424903e+03
2.591999999999976545e-01,3.514636422246097133e-07,1.970800522995990150e+03
2.594999999999976770e-01,3.443501509696442466e-07,1.970800531799098962e+03
2.597999999999976994e-01,3.373806341465786192e-07,1.970800540441729936e+03
2.600999999999977219e-01,3.305521777661635497e-07,1.970800548926809597e+03
2.603999999999977444e-01,3.238619268172146758e-07,1.970800557257209221e+03
2.606999999999977669e-01,3.173070840729177154e-07,1.970800565435749377e+03
2.609999999999977893e-01,3.108849089212946067e-07,1.970800573465197431e+03
2.612999999999978118e-01,3.045927162193399843e-07,1.970800581348271862e+03
2.615999999999978343e-01,2.984278751703498404e-07,1.970800589087641129e+03
2.618999999999978567e-01,2.923878082239723219e-07,1.970800596685924575e+03
2.621999999999978792e-01,2.864699899985213059e-07,1.970800604145694251e+03
2.624999999999979017e-01,2.806719462251019732e-07,1.970800611469475143e+03
2.627999999999979241e-01,2.749912527131067595e-07,1.970800618659746533e+03
2.630999999999979466e-01,2.694255343366493244e-07,1.970800625718942001e+03
2.633999999999979691e-01,2.639724640415128120e-07,1.970800632649451245e+03
2.636999999999979916e-01,2.586297618721968803e-07,1.970800639453619851e+03
2.639999999999980140e-01,2.533951940186573987e-07,1.970800646133751115e+03
2.642999999999980365e-01,2.482665718823391742e-07,1.970800652692106041e+03
2.645999999999980590e-01,2.432417511611122297e-07,1.970800659130904933e+03
2.648999999999980814e-01,2.383186309527286691e-07,1.970800665452326712e+03
2.651999999999981039e-01,2.334951528764250794e-07,1.970800671658511874e+03
2.654999999999981264e-01,2.287693002123031486e-07,1.970800677751560215e+03
2.657999999999981489e-01,2.241390970581295954e-07,1.970800683733535152e+03
2.660999999999981713e-01,2.196026075032012982e-07,1.970800689606460764e+03
2.663999999999981938e-01,2.151579348189319134e-07,1.970800695372325436e+03
2.666999999999982163e-01,2.108032206658200047e-07,1.970800701033080259e+03
2.669999999999982387e-01,2.065366443164683414e-07,1.970800706590642221e+03
2.672999999999982612e-01,2.023564218943287863e-07,1.970800712046891704e+03
2.675999999999982837e-01,1.982608056278546076e-07,1.970800717403675662e+03
2.678999999999983062e-01,1.942480831197489289e-07,1.970800722662807630e+03
2.681999999999983286e-01,1.903165766310026402e-07,1.970800727826067714e+03
2.684999999999983511e-01,1.864646423794236648e-07,1.970800732895203737e+03
2.687999999999983736e-01,1.826906698523634794e-07,1.970800737871931233e+03
2.690999999999983960e-01,1.789930811333538988e-07,1.970800742757935041e+03
2.693999999999984185e-01,1.753703302423724103e-07,1.970800747554868849e+03
2.696999999999984410e-01,1.718209024894603996e-07,1.970800752264356561e+03
2.699999999999984635e-01,1.683433138414236415e-07,1.970800756887991838e+03
2.702999999999984859e-01,1.649361103013509670e-07,1.970800761427340376e+03
2.705999999999985084e-01,1.615978673006908823e-07,1.970800765883937856e+03
2.708999999999985309e-01,1.583271891036324260e-07,1.970800770259293586e+03
2.711999999999985533e-01,1.551227082235411848e-07,1.970800774554888449e+03
2.714999999999985758e-01,1.519830848512064693e-07,1.970800778772176045e+03
2.717999999999985983e-01,1.489070062946604680e-07,1.970800782912584282e+03
2.720999999999986207e-01,1.458931864303352026e-07,1.970800786977514690e+03
2.723999999999986432e-01,1.429403651653280550e-07,1.970800790968342426e+03
2.726999999999986657e-01,1.400473079105506892e-07,1.970800794886419453e+03
2.729999999999986882e-01,1.372128050645411907e-07,1.970800798733071360e+03
2.732999999999987106e-01,1.344356715077239608e-07,1.970800802509600317e+03
2.735999999999987331e-01,1.317147461069051833e-07,1.970800806217284162e+03
2.738999999999987556e-01,1.290488912297973996e-07,1.970800809857378908e+03
2.741999999999987780e-01,1.264369922693699040e-07,1.970800813431115785e+03
2.744999999999988005e-01,1.238779571778260659e-07,1.970800816939705101e+03
2.747999999999988230e-01,1.213707160100126284e-07,1.970800820384333974e+03
2.750999999999988455e-01,1.189142204760705461e-07,1.970800823766168833e+03
2.753999999999988679e-01,1.165074435031398384e-07,1.970800827086354047e+03
2.756999999999988904e-01,1.141493788059352594e-07,1.970800830346013527e+03
2.759999999999989129e-01,1.118390404660135320e-07,1.970800833546250715e+03
2.762999999999989353e-01,1.095754625195560555e-07,1.970800836688148820e+03
2.765999999999989578e-01,1.073576985534945832e-07,1.970800839772771269e+03
2.768999999999989803e-01,1.051848213098113376e-07,1.970800842801162162e+03
2.771999999999990028e-01,1.030559222978478215e-07,1.970800845774347181e+03
2.774999999999990252e-01,1.009701114144605160e-07,1.970800848693331545e+03
2.777999999999990477e-01,9.892651657186421027e-08,1.970800851559104331e+03
2.780999999999990702e-01,9.692428333300796823e-08,1.970800854372635285e+03
2.783999999999990926e-01,9.496257455433067161e-08,1.970800857134876196e+03
2.786999999999991151e-01,9.304057003574729942e-08,1.970800859846762933e+03
2.789999999999991376e-01,9.115746617771914241e-08,1.970800862509212948e+03
2.792999999999991600e-01,8.931247564526493648e-08,1.970800865123127778e+03
2.795999999999991825e-01,8.750482703877221467e-08,1.970800867689391680e+03
2.798999999999992050e-01,8.573376457147135430e-08,1.970800870208873675e+03
2.801999999999992275e-01,8.399854775343741576e-08,1.970800872682426416e+03
2.804999999999992499e-01,8.229845108198759624e-08,1.970800875110887091e+03
2.807999999999992724e-01,8.063276373834513908e-08,1.970800877495078112e+03
2.810999999999992949e-01,7.900078929044233944e-08,1.970800879835806427e+03
2.813999999999993173e-01,7.740184540173896612e-08,1.970800882133863752e+03
2.816999999999993398e-01,7.583526354593400784e-08,1.970800884390028386e+03
2.819999999999993623e-01,7.430038872745149750e-08,1.970800886605064534e+03
2.822999999999993848e-01,7.279657920758364298e-08,1.970800888779721163e+03
2.825999999999994072e-01,7.132320623617678283e-08,1.970800890914734282e+03
2.828999999999994297e-01,6.987965378874774951e-08,1.970800893010827394e+03
2.831999999999994522e-01,6.846531830892110834e-08,1.970800895068709451e+03
2.834999999999994746e-01,6.707960845607918282e-08,1.970800897089077125e+03
2.837999999999994971e-01,6.572194485811972825e-08,1.970800899072614357e+03
2.840999999999995196e-01,6.439175986921750554e-08,1.970800901019992352e+03
2.843999999999995421e-01,6.308849733248883896e-08,1.970800902931870496e+03
2.846999999999995645e-01,6.181161234745968455e-08,1.970800904808895439e+03
2.849999999999995870e-01,6.056057104224001208e-08,1.970800906651703599e+03
2.852999999999996095e-01,5.933485035030942779e-08,1.970800908460917526e+03
2.855999999999996319e-01,5.813393779182039439e-08,1.970800910237150674e+03
2.858999999999996544e-01,5.695733125932796584e-08,1.970800911981003310e+03
2.861999999999996769e-01,5.580453880785615215e-08,1.970800913693066377e+03
2.864999999999996994e-01,5.467507844921333892e-08,1.970800915373919224e+03
2.867999999999997218e-01,5.356847795047058930e-08,1.970800917024130513e+03
2.870999999999997443e-01,5.248427463651883308e-08,1.970800918644259355e+03
2.873999999999997668e-01,5.142201519662204620e-08,1.970800920234853947e+03
2.876999999999997892e-01,5.038125549488584007e-08,1.970800921796452712e+03
2.879999999999998117e-01,4.936156038456205796e-08,1.970800923329583838e+03
2.882999999999998342e-01,4.836250352611177574e-08,1.970800924834766874e+03
2.885999999999998566e-01,4.738366720895063267e-08,1.970800926312510683e+03
2.888999999999998791e-01,4.642464217680199987e-08,1.970800927763316167e+03
2.891999999999999016e-01,4.548502745658493634e-08,1.970800929187674001e+03
2.894999999999999241e-01,4.456443019076531200e-08,1.970800930586065988e+03
2.897999999999999465e-01,4.366246547310021086e-08,1.970800931958965975e+03
2.900999999999999690e-01,4.277875618770668706e-08,1.970800933306838488e+03
2.903999999999999915e-01,4.191293285138779940e-08,1.970800934630139864e+03
2.907000000000000139e-01,4.106463345914982251e-08,1.970800935929318030e+03
2.910000000000000364e-01,4.023350333284623401e-08,1.970800937204812499e+03
2.913000000000000589e-01,3.941919497288498950e-08,1.970800938457055508e+03
2.916000000000000814e-01,3.862136791293727222e-08,1.970800939686470656e+03
2.919000000000001038e-01,3.783968857758682995e-08,1.970800940893473808e+03
2.922000000000001263e-01,3.707383014286043499e-08,1.970800942078473781e+03
2.925000000000001488e-01,3.632347239958122702e-08,1.970800943241871664e+03
2.928000000000001712e-01,3.558830161948760526e-08,1.970800944384061040e+03
2.931000000000001937e-01,3.486801042406199080e-08,1.970800945505429127e+03
2.934000000000002162e-01,3.416229765601427625e-08,1.970800946606354955e+03
2.937000000000002387e-01,3.347086825336652014e-08,1.970800947687211419e+03
2.940000000000002611e-01,3.279343312608608557e-08,1.970800948748364362e+03
2.943000000000002836e-01,3.212970903521567311e-08,1.970800949790172581e+03
2.946000000000003061e-01,3.147941847444971063e-08,1.970800950812989413e+03
2.949000000000003285e-01,3.084228955410759494e-08,1.970800951817160239e+03
2.952000000000003510e-01,3.021805588745531230e-08,1.970800952803025666e+03
2.955000000000003735e-01,2.960645647932781233e-08,1.970800953770919477e+03
2.958000000000003959e-01,2.900723561700564748e-08,1.970800954721168409e+03
2.961000000000004184e-01,2.842014276330022455e-08,1.970800955654094878e+03
2.964000000000004409e-01,2.784493245180298043e-08,1.970800956570014705e+03
2.967000000000004634e-01,2.728136418425468143e-08,1.970800957469237574e+03
2.970000000000004858e-01,2.672920232999189873e-08,1.970800958352067710e+03
2.973000000000005083e-01,2.618821602742867252e-08,1.970800959218804337e+03
2.976000000000005308e-01,2.565817908753216111e-08,1.970800960069740768e+03
2.979000000000005532e-01,2.513886989925187886e-08,1.970800960905164857e+03
2.982000000000005757e-01,2.463007133686304997e-08,1.970800961725359457e+03
2.985000000000005982e-01,2.413157066918522702e-08,1.970800962530602192e+03
2.988000000000006207e-01,2.364315947063840847e-08,1.970800963321166137e+03
2.991000000000006431e-01,2.316463353409921044e-08,1.970800964097317774e+03
2.994000000000006656e-01,2.269579278552091509e-08,1.970800964859320629e+03
2.997000000000006881e-01,2.223644120028149593e-08,1.970800965607432772e+03
3.000000000000007105e-01,2.178638672122477939e-08,1.970800966341907042e+03
3.003000000000007330e-01,2.134544117836038466e-08,1.970800967062991958e+03
3.006000000000007555e-01,2.091342021018895105e-08,1.970800967770931720e+03
3.009000000000007780e-01,2.049014318661966819e-08,1.970800968465965980e+03
3.012000000000008004e-01,2.007543313344794492e-08,1.970800969148330523e+03
3.015000000000008229e-01,1.966911665836165508e-08,1.970800969818255226e+03
3.018000000000008454e-01,1.927102387844490771e-08,1.970800970475967688e+03
3.021000000000008678e-01,1.888098834914921584e-08,1.970800971121690282e+03
3.024000000000008903e-01,1.849884699470217613e-08,1.970800971755641740e+03
3.027000000000009128e-01,1.812444003992471797e-08,1.970800972378036704e+03
3.030000000000009353e-01,1.775761094342827849e-08,1.970800972989085039e+03
3.033000000000009577e-01,1.739820633216411337e-08,1.970800973588994793e+03
3.036000000000009802e-01,1.704607593729725150e-08,1.970800974177967873e+03
3.039000000000010027e-01,1.670107253137835546e-08,1.970800974756204596e+03
3.042000000000010251e-01,1.636305186678722008e-08,1.970800975323900275e+03
3.045000000000010476e-01,1.603187261542209759e-08,1.970800975881247041e+03
3.048000000000010701e-01,1.570739630960977265e-08,1.970800976428433614e+03
3.051000000000010925e-01,1.538948728421149895e-08,1.970800976965645077e+03
3.054000000000011150e-01,1.507801261990077288e-08,1.970800977493063556e+03
3.057000000000011375e-01,1.477284208758908495e-08,1.970800978010867084e+03
3.060000000000011600e-01,1.447384809397651610e-08,1.970800978519231421e+03
3.063000000000011824e-01,1.418090562820434037e-08,1.970800979018328462e+03
3.066000000000012049e-01,1.389389220958737791e-08,1.970800979508327146e+03
3.069000000000012274e-01,1.361268783640421109e-08,1.970800979989393682e+03
3.072000000000012498e-01,1.333717493572387768e-08,1.970800980461690187e+03
3.075000000000012723e-01,1.306723831424805239e-08,1.970800980925377189e+03
3.078000000000012948e-01,1.280276511014816125e-08,1.970800981380611120e+03
3.081000000000013173e-01,1.254364474587729852e-08,1.970800981827546138e+03
3.084000000000013397e-01,1.228976888193719808e-08,1.970800982266334131e+03
3.087000000000013622e-01,1.204103137158098104e-08,1.970800982697122890e+03
3.090000000000013847e-01,1.179732821643264937e-08,1.970800983120058618e+03
3.093000000000014071e-01,1.155855752300488284e-08,1.970800983535284331e+03
3.096000000000014296e-01,1.132461946009684527e-08,1.970800983942940775e+03
3.099000000000014521e-01,1.109541621705429015e-08,1.970800984343165737e+03
