# time,A,Inert
2.327999999999972591e-01,3.053795345295191085e-03,7.434199560464305190e-02
2.330999999999972538e-01,3.015619351270714104e-03,7.375874310651341081e-02
2.333999999999972486e-01,2.977920601584977366e-03,7.318006653446468279e-02
2.336999999999972433e-01,2.940693130128383629e-03,7.260592998792277097e-02
2.339999999999972380e-01,2.903931045374651739e-03,7.203629784797276059e-02
2.342999999999972327e-01,2.867628529448439621e-03,7.147113477514900615e-02
2.345999999999972274e-01,2.831779837204619846e-03,7.091040570724278791e-02
2.348999999999972221e-01,2.796379295319068124e-03,7.035407585712713519e-02
2.351999999999972168e-01,2.761421301390815965e-03,6.980211071059845562e-02
2.354999999999972116e-01,2.726900323055429613e-03,6.925447602423558113e-02
2.357999999999972063e-01,2.692810897109471253e-03,6.871113782327507857e-02
2.360999999999972010e-01,2.659147628645908493e-03,6.817206239950367175e-02
2.363999999999971957e-01,2.625905190200323366e-03,6.763721630916695593e-02
2.366999999999971904e-01,2.593078320907807235e-03,6.710656637089452980e-02
2.369999999999971851e-01,2.560661825670388064e-03,6.658007966364150321e-02
2.372999999999971799e-01,2.528650574334865165e-03,6.605772352464611696e-02
2.375999999999971746e-01,2.497039500880924787e-03,6.553946554740329444e-02
2.378999999999971693e-01,2.465823602619405565e-03,6.502527357965430521e-02
2.381999999999971640e-01,2.434997939400582005e-03,6.451511572139194406e-02
2.384999999999971587e-01,2.404557632832353669e-03,6.400896032288151682e-02
2.387999999999971534e-01,2.374497865508198684e-03,6.350677598269741098e-02
2.390999999999971481e-01,2.344813880244783592e-03,6.300853154577476523e-02
2.393999999999971429e-01,2.315500979329105074e-03,6.251419610147690431e-02
2.396999999999971376e-01,2.286554523775041672e-03,6.202373898167748423e-02
2.399999999999971323e-01,2.257969932589195833e-03,6.153712975885789610e-02
2.402999999999971270e-01,2.229742682045922179e-03,6.105433824421965111e-02
2.405999999999971217e-01,2.201868304971409725e-03,6.057533448581144120e-02
2.408999999999971164e-01,2.174342390036721352e-03,6.010008876667088246e-02
2.411999999999971112e-01,2.147160581059664747e-03,5.962857160298103837e-02
2.414999999999971059e-01,2.120318576315395522e-03,5.916075374224118860e-02
2.417999999999971006e-01,2.093812127855639287e-03,5.869660616145198906e-02
2.420999999999970953e-01,2.067637040836415620e-03,5.823610006531500932e-02
2.423999999999970900e-01,2.041789172854180205e-03,5.777920688444625197e-02
2.426999999999970847e-01,2.016264433290251151e-03,5.732589827360372314e-02
2.429999999999970794e-01,1.991058782663442713e-03,5.687614610992891562e-02
2.432999999999970742e-01,1.966168231990785432e-03,5.642992249120212106e-02
2.435999999999970689e-01,1.941588842156239444e-03,5.598719973411137724e-02
2.438999999999970636e-01,1.917316723287301001e-03,5.554795037253503626e-02
2.441999999999970583e-01,1.893348034139397899e-03,5.511214715583780815e-02
2.444999999999970530e-01,1.869678981487988157e-03,5.467976304718007857e-02
2.447999999999970477e-01,1.846305819528248557e-03,5.425077122184064626e-02
2.450999999999970425e-01,1.823224849282278643e-03,5.382514506555254041e-02
2.453999999999970372e-01,1.800432418013703977e-03,5.340285817285182757e-02
2.456999999999970319e-01,1.777924918649608161e-03,5.298388434543951225e-02
2.459999999999970266e-01,1.755698789209682829e-03,5.256819759055617741e-02
2.462999999999970213e-01,1.733750512242518849e-03,5.215577211936942709e-02
2.465999999999970160e-01,1.712076614268943963e-03,5.174658234537400647e-02
2.468999999999970107e-01,1.690673665232318625e-03,5.134060288280434259e-02
2.471999999999970055e-01,1.669538277955700482e-03,5.093780854505974842e-02
2.474999999999970002e-01,1.648667107605802451e-03,5.053817434314179097e-02
2.477999999999969949e-01,1.628056851163647931e-03,5.014167548410403130e-02
2.480999999999969896e-01,1.607704246901837681e-03,4.974828736951389385e-02
2.483999999999969843e-01,1.587606073868363553e-03,4.935798559392654689e-02
2.486999999999969790e-01,1.567759151376864986e-03,4.897074594337090525e-02
2.489999999999969738e-01,1.548160338503261910e-03,4.858654439384733903e-02
2.492999999999969685e-01,1.528806533588680360e-03,4.820535710983727545e-02
2.495999999999969632e-01,1.509694673748593167e-03,4.782716044282448592e-02
2.498999999999969579e-01,1.490821734388092252e-03,4.745193092982789157e-02
2.501999999999969804e-01,1.472184728723226589e-03,4.707964529194600539e-02
2.504999999999970028e-01,1.453780707308319989e-03,4.671028043291271248e-02
2.507999999999970253e-01,1.435606757569199724e-03,4.634381343766436762e-02
2.510999999999970478e-01,1.417660003342257518e-03,4.598022157091819634e-02
2.513999999999970703e-01,1.399937604419280437e-03,4.561948227576182596e-02
2.516999999999970927e-01,1.382436756097960408e-03,4.526157317225382865e-02
2.519999999999971152e-01,1.365154688738033553e-03,4.490647205603535280e-02
2.522999999999971377e-01,1.348088667322961320e-03,4.455415689695253062e-02
2.525999999999971601e-01,1.331235991027094430e-03,4.420460583768977963e-02
2.528999999999971826e-01,1.314593992788247630e-03,4.385779719241378327e-02
2.531999999999972051e-01,1.298160038885615673e-03,4.351370944542811564e-02
2.534999999999972276e-01,1.281931528522968922e-03,4.317232124983846203e-02
2.537999999999972500e-01,1.265905893417055509e-03,4.283361142622819223e-02
2.540999999999972725e-01,1.250080597391153890e-03,4.249755896134450178e-02
2.543999999999972950e-01,1.234453135973702289e-03,4.216414300679474647e-02
2.546999999999973174e-01,1.219021036001947120e-03,4.183334287775297700e-02
2.549999999999973399e-01,1.203781855230548177e-03,4.150513805167672238e-02
2.552999999999973624e-01,1.188733181945072050e-03,4.117950816703377231e-02
2.555999999999973848e-01,1.173872634580323685e-03,4.085643302203897931e-02
2.558999999999974073e-01,1.159197861343441932e-03,4.053589257340091401e-02
2.561999999999974298e-01,1.144706539841715276e-03,4.021786693507845012e-02
2.564999999999974523e-01,1.130396376715041848e-03,3.990233637704704989e-02
2.567999999999974747e-01,1.116265107272989502e-03,3.958928132407466688e-02
2.570999999999974972e-01,1.102310495136392182e-03,3.927868235450739792e-02
2.573999999999975197e-01,1.088530331883424702e-03,3.897052019906454418e-02
2.576999999999975421e-01,1.074922436700104754e-03,3.866477573964313685e-02
2.579999999999975646e-01,1.061484656035162734e-03,3.836143000813192067e-02
2.582999999999975871e-01,1.048214863259224307e-03,3.806046418523455210e-02
2.585999999999976096e-01,1.035110958328257788e-03,3.776185959930207503e-02
2.588999999999976320e-01,1.022170867451224763e-03,3.746559772517455561e-02
2.591999999999976545e-01,1.009392542761888183e-03,3.717166018303179331e-02
2.594999999999976770e-01,9.967739619947207051e-04,3.688002873725304553e-02
2.597999999999976994e-01,9.843131281648677226e-04,3.659068529528573116e-02
2.600999999999977219e-01,9.720080692521085048e-04,3.630361190652293957e-02
2.603999999999977444e-01,9.598568378887695771e-04,3.601879076118984918e-02
2.606999999999977669e-01,9.478575110515392779e-04,3.573620418923877107e-02
2.609999999999977893e-01,9.360081897571342685e-04,3.545583465925295635e-02
2.612999999999978118e-01,9.243069987617717016e-04,3.517766477735893849e-02
2.615999999999978343e-01,9.127520862643984751e-04,3.490167728614744502e-02
2.618999999999978567e-01,9.013416236136283493e-04,3.462785506360274712e-02
2.621999999999978792e-01,8.900738050183448595e-04,3.435618112204045366e-02
2.624999999999979017e-01,8.789468472619227542e-04,3.408663860705355569e-02
2.627999999999979241e-01,8.679589894200173249e-04,3.381921079646688089e-02
2.630999999999979466e-01,8.571084925818885612e-04,3.355388109929961782e-02
2.633999999999979691e-01,8.463936395752028833e-04,3.329063305473595191e-02
2.636999999999979916e-01,8.358127346942788435e-04,3.302945033110400719e-02
2.639999999999980140e-01,8.253641034317295245e-04,3.277031672486250408e-02
2.642999999999980365e-01,8.150460922134572907e-04,3.251321615959560513e-02
2.645999999999980590e-01,8.048570681369652223e-04,3.225813268501547676e-02
2.648999999999980814e-01,7.947954187129373108e-04,3.200505047597279606e-02
2.651999999999981039e-01,7.848595516100503357e-04,3.175395383147492506e-02
2.654999999999981264e-01,7.750478944029741630e-04,3.150482717371190511e-02
2.657999999999981489e-01,7.653588943235257709e-04,3.125765504708995918e-02
2.660999999999981713e-01,7.557910180149298406e-04,3.101242211727265122e-02
2.663999999999981938e-01,7.463427512891555524e-04,3.076911317022960890e-02
2.666999999999982163e-01,7.370125988872835120e-04,3.052771311129257384e-02
2.669999999999982387e-01,7.277990842428704943e-04,3.028820696421902561e-02
2.672999999999982612e-01,7.187007492482717832e-04,3.005057987026302571e-02
2.675999999999982837e-01,7.097161540238842428e-04,2.981481708725339588e-02
2.678999999999983062e-01,7.008438766902754273e-04,2.958090398867911641e-02
2.681999999999983286e-01,6.920825131431591545e-04,2.934882606278195125e-02
2.684999999999983511e-01,6.834306768311869699e-04,2.911856891165612651e-02
2.687999999999983736e-01,6.748869985365151675e-04,2.889011825035506589e-02
2.690999999999983960e-01,6.664501261581159269e-04,2.866345990600522795e-02
2.693999999999984185e-01,6.581187244977972214e-04,2.843857981692679907e-02
2.696999999999984410e-01,6.498914750488979939e-04,2.821546403176131840e-02
2.699999999999984635e-01,6.417670757876236913e-04,2.799409870860614449e-02
2.702999999999984859e-01,6.337442409669927744e-04,2.777447011415574291e-02
2.705999999999985084e-01,6.258217009133558223e-04,2.755656462284963859e-02
2.708999999999985309e-01,6.179982018254618617e-04,2.734036871602716495e-02
2.711999999999985533e-01,6.102725055760336486e-04,2.712586898108869729e-02
2.714999999999985758e-01,6.026433895158254473e-04,2.691305211066362391e-02
2.717999999999985983e-01,5.951096462801296972e-04,2.670190490178470794e-02
2.720999999999986207e-01,5.876700835977016670e-04,2.649241425506903072e-02
2.723999999999986432e-01,5.803235241020746667e-04,2.628456717390529121e-02
2.726999999999986657e-01,5.730688051452318809e-04,2.607835076364751342e-02
2.729999999999986882e-01,5.659047786136103212e-04,2.587375223081508913e-02
2.732999999999987106e-01,5.588303107464011191e-04,2.567075888229906552e-02
2.735999999999987331e-01,5.518442819561247999e-04,2.546935812457467793e-02
2.738999999999987556e-01,5.449455866514480362e-04,2.526953746292005462e-02
2.741999999999987780e-01,5.381331330622147763e-04,2.507128450064109032e-02
2.744999999999988005e-01,5.314058430666663765e-04,2.487458693830230799e-02
2.747999999999988230e-01,5.247626520208204881e-04,2.467943257296386847e-02
2.750999999999988455e-01,5.182025085899825707e-04,2.448580929742446080e-02
2.753999999999988679e-01,5.117243745823653106e-04,2.429370509947022944e-02
2.756999999999988904e-01,5.053272247847858051e-04,2.410310806112951620e-02
2.759999999999989129e-01,4.990100468004190441e-04,2.391400635793349341e-02
2.762999999999989353e-01,4.927718408885780905e-04,2.372638825818258398e-02
2.765999999999989578e-01,4.866116198064971083e-04,2.354024212221862006e-02
2.768999999999989803e-01,4.805284086530938175e-04,2.335555640170276087e-02
2.771999999999990028e-01,4.745212447146832969e-04,2.317231963889902421e-02
2.774999999999990252e-01,4.685891773126213411e-04,2.299052046596343490e-02
2.777999999999990477e-01,4.627312676528532484e-04,2.281014760423883889e-02
2.780999999999990702e-01,4.569465886773415317e-04,2.263118986355511925e-02
2.783999999999990926e-01,4.512342249173528731e-04,2.245363614153500845e-02
2.786999999999991151e-01,4.455932723485781931e-04,2.227747542290528862e-02
2.789999999999991376e-01,4.400228382480635548e-04,2.210269677881342848e-02
2.792999999999991600e-01,4.345220410529305436e-04,2.192928936614953542e-02
2.795999999999991825e-01,4.290900102208623237e-04,2.175724242687371648e-02
2.798999999999992050e-01,4.237258860923337435e-04,2.158654528734858455e-02
2.801999999999992275e-01,4.184288197545633155e-04,2.141718735767714557e-02
2.804999999999992499e-01,4.131979729071672317e-04,2.124915813104576515e-02
2.807999999999992724e-01,4.080325177294914524e-04,2.108244718307235657e-02
2.810999999999992949e-01,4.029316367496031670e-04,2.091704417115965511e-02
2.813999999999993173e-01,3.978945227149195078e-04,2.075293883385356808e-02
2.816999999999993398e-01,3.929203784644541108e-04,2.059012099020656947e-02
2.819999999999993623e-01,3.880084168026601645e-04,2.042858053914608715e-02
2.822999999999993848e-01,3.831578603748508091e-04,2.026830745884783055e-02
2.825999999999994072e-01,3.783679415441769931e-04,2.010929180611405534e-02
2.828999999999994297e-01,3.736379022701433791e-04,1.995152371575668881e-02
2.831999999999994522e-01,3.689669939886425112e-04,1.979499339998530560e-02
2.834999999999994746e-01,3.643544774934890859e-04,1.963969114779990505e-02
2.837999999999994971e-01,3.597996228194349708e-04,1.948560732438844520e-02
2.840999999999995196e-01,3.553017091266465958e-04,1.933273237052911611e-02
2.843999999999995421e-01,3.508600245866270442e-04,1.918105680199726909e-02
2.846999999999995645e-01,3.464738662695634889e-04,1.903057120897707483e-02
2.849999999999995870e-01,3.421425400330834420e-04,1.888126625547767445e-02
2.852999999999996095e-01,3.378653604124016562e-04,1.873313267875404559e-02
2.855999999999996319e-01,3.336416505118397881e-04,1.858616128873233700e-02
2.858999999999996544e-01,3.294707418977030496e-04,1.844034296743969278e-02
2.861999999999996769e-01,3.253519744924953066e-04,1.829566866843861800e-02
2.864999999999996994e-01,3.212846964704569588e-04,1.815212941626572624e-02
2.867999999999997218e-01,3.172682641544086321e-04,1.800971630587491421e-02
2.870999999999997443e-01,3.133020419138842047e-04,1.786842050208490781e-02
2.873999999999997668e-01,3.093854020645382045e-04,1.772823323903113119e-02
2.876999999999997892e-01,3.055177247688092000e-04,1.758914581962186738e-02
2.879999999999998117e-01,3.016983979378265002e-04,1.745114961499872122e-02
2.882999999999998342e-01,2.979268171345421119e-04,1.731423606400126977e-02
2.885999999999998566e-01,2.942023854780744007e-04,1.717839667263596284e-02
2.888999999999998791e-01,2.905245135492468683e-04,1.704362301354912443e-02
2.891999999999999016e-01,2.868926192973086562e-04,1.690990672550417989e-02
2.894999999999999241e-01,2.833061279478198071e-04,1.677723951286287998e-02
2.897999999999999465e-01,2.797644719116900098e-04,1.664561314507068124e-02
2.900999999999999690e-01,2.762670906953523407e-04,1.651501945614611624e-02
2.903999999999999915e-01,2.728134308120617568e-04,1.638545034417418153e-02
2.907000000000000139e-01,2.694029456943011010e-04,1.625689777080370838e-02
2.910000000000000364e-01,2.660350956072830733e-04,1.612935376074867491e-02
2.913000000000000589e-01,2.627093475635330975e-04,1.600281040129341442e-02
2.916000000000000814e-01,2.594251752385398017e-04,1.587725984180171288e-02
2.919000000000001038e-01,2.561820588874605354e-04,1.575269429322979572e-02
2.922000000000001263e-01,2.529794852628677762e-04,1.562910602764306517e-02
2.925000000000001488e-01,2.498169475335236837e-04,1.550648737773668677e-02
2.928000000000001712e-01,2.466939452041706608e-04,1.538483073635990399e-02
2.931000000000001937e-01,2.436099840363238796e-04,1.526412855604410319e-02
2.934000000000002162e-01,2.405645759700543885e-04,1.514437334853458578e-02
2.937000000000002387e-01,2.375572390467502247e-04,1.502555768432599706e-02
2.940000000000002611e-01,2.345874973328424386e-04,1.490767419220139119e-02
2.943000000000002836e-01,2.316548808444856503e-04,1.479071555877494067e-02
2.946000000000003061e-01,2.287589254731787721e-04,1.467467452803823159e-02
2.949000000000003285e-01,2.258991729123171685e-04,1.455954390091008556e-02
2.952000000000003510e-01,2.230751705846617809e-04,1.444531653478993947e-02
2.955000000000003735e-01,2.202864715707152413e-04,1.433198534311475383e-02
2.958000000000003959e-01,2.175326345379941060e-04,1.421954329491932623e-02
2.961000000000004184e-01,2.148132236711839825e-04,1.410798341440011941e-02
2.964000000000004409e-01,2.121278086031692012e-04,1.399729878048248596e-02
2.967000000000004634e-01,2.094759643469232074e-04,1.388748252639129301e-02
2.970000000000004858e-01,2.068572712282519229e-04,1.377852783922490533e-02
2.973000000000005083e-01,2.042713148193766595e-04,1.367042795953253738e-02
2.976000000000005308e-01,2.017176858733481812e-04,1.356317618089487170e-02
2.979000000000005532e-01,1.991959802592799906e-04,1.345676584950803584e-02
2.982000000000005757e-01,1.967057988983918931e-04,1.335119036377077628e-02
2.985000000000005982e-01,1.942467477008524282e-04,1.324644317387491631e-02
2.988000000000006207e-01,1.918184375034116579e-04,1.314251778139900739e-02
2.991000000000006431e-01,1.894204840078127098e-04,1.303940773890517602e-02
2.994000000000006656e-01,1.870525077199740251e-04,1.293710664953912591e-02
2.997000000000006881e-01,1.847141338899316331e-04,1.283560816663328538e-02
3.000000000000007105e-01,1.824049924525316660e-04,1.273490599331306844e-02
3.003000000000007330e-01,1.801247179688653891e-04,1.263499388210621507e-02
3.006000000000007555e-01,1.778729495684354183e-04,1.253586563455520893e-02
3.009000000000007780e-01,1.756493308920452617e-04,1.243751510083273767e-02
3.012000000000008004e-01,1.734535100354029984e-04,1.233993617936014232e-02
3.015000000000008229e-01,1.712851394934296356e-04,1.224312281642890750e-02
3.018000000000008454e-01,1.691438761052637926e-04,1.214706900582506605e-02
3.021000000000008678e-01,1.670293809999541502e-04,1.205176878845660819e-02
3.024000000000008903e-01,1.649413195428303387e-04,1.195721625198376513e-02
3.027000000000009128e-01,1.628793612825445950e-04,1.186340553045221215e-02
3.030000000000009353e-01,1.608431798987753790e-04,1.177033080392916528e-02
3.033000000000009577e-01,1.588324531505847642e-04,1.167798629814231076e-02
3.036000000000009802e-01,1.568468628254213355e-04,1.158636628412156033e-02
3.039000000000010027e-01,1.548860946887607325e-04,1.149546507784365498e-02
3.042000000000010251e-01,1.529498384343755727e-04,1.140527703987951127e-02
3.045000000000010476e-01,1.510377876352272735e-04,1.131579657504437966e-02
3.048000000000010701e-01,1.491496396949717486e-04,1.122701813205069857e-02
3.051000000000010925e-01,1.472850958000710114e-04,1.113893620316371708e-02
3.054000000000011150e-01,1.454438608725040706e-04,1.105154532385978911e-02
3.057000000000011375e-01,1.436256435230682019e-04,1.096484007248736681e-02
3.060000000000011600e-01,1.418301560052647391e-04,1.087881506993064289e-02
3.063000000000011824e-01,1.400571141697610112e-04,1.079346497927582797e-02
3.066000000000012049e-01,1.383062374194213219e-04,1.070878450548006823e-02
3.069000000000012274e-01,1.365772486649008215e-04,1.062476839504293211e-02
3.072000000000012498e-01,1.348698742807934040e-04,1.054141143568049742e-02
3.075000000000012723e-01,1.331838440623291607e-04,1.045870845600197288e-02
3.078000000000012948e-01,1.315188911826119017e-04,1.037665432518889395e-02
3.081000000000013173e-01,1.298747521503919745e-04,1.029524395267678201e-02
3.084000000000013397e-01,1.282511667683669000e-04,1.021447228783935353e-02
3.087000000000013622e-01,1.266478780920031032e-04,1.013433431967516660e-02
3.090000000000013847e-01,1.250646323888726121e-04,1.005482507649675845e-02
3.093000000000014071e-01,1.235011790984977601e-04,9.975939625622192580e-03
3.096000000000014296e-01,1.219572707926983891e-04,9.897673073069053473e-03
3.099000000000014521e-01,1.204326631364344244e-04,9.820020563250814530e-03
