# time,CO,CO2,Inert
4.860000000000017778e-02,7.214053229917944954e-01,8.909700274135177622e+00,9.364433098106314191e+00
4.890000000000017943e-02,7.054989854957544049e-01,8.860726628113338776e+00,9.291049035612669371e+00
4.920000000000018109e-02,6.899467289745178089e-01,8.811720613629320908e+00,9.218235063417054675e+00
4.950000000000018274e-02,6.747406238526931777e-01,8.762691841666221393e+00,9.145987084437766867e+00
4.980000000000018440e-02,6.598729190820237234e-01,8.713649625587803982e+00,9.074301008755899289e+00
5.010000000000018605e-02,6.453360381122471567e-01,8.664602988849027909e+00,9.003172755220708368e+00
5.040000000000018771e-02,6.311225749515306793e-01,8.615560672520413021e+00,8.932598252931899907e+00
5.070000000000018936e-02,6.172252903146897562e-01,8.566531142630100959e+00,8.862573442607054375e+00
5.100000000000019101e-02,6.036371078574178650e-01,8.517522597327461753e+00,8.793094277842060436e+00
5.130000000000019267e-02,5.903511104947742894e-01,8.468542973872038360e+00,8.724156726271781181e+00
5.160000000000019432e-02,5.773605368021782480e-01,8.419599955451655404e+00,8.655756770637655251e+00
5.190000000000019598e-02,5.646587774971999485e-01,8.370700977833292811e+00,8.587890409768599298e+00
5.220000000000019763e-02,5.522393720004361573e-01,8.321853235850539932e+00,8.520553659481107545e+00
5.250000000000019929e-02,5.400960050738017326e-01,8.273063689731138481e+00,8.453742553404005378e+00
5.280000000000020094e-02,5.282225035345777808e-01,8.224339071268268242e+00,8.387453143733017313e+00
5.310000000000020259e-02,5.166128330435872940e-01,8.175685889839046538e+00,8.321681501919929502e+00
5.340000000000020425e-02,5.052610949658966621e-01,8.127110438273755122e+00,8.256423719300830300e+00
5.370000000000020590e-02,4.941615233024640452e-01,8.078618798579160654e+00,8.191675907667558931e+00
5.400000000000020756e-02,4.833084816911810133e-01,8.030216847519339396e+00,8.127434199786325308e+00
5.430000000000020921e-02,4.726964604757910027e-01,7.981910262057231087e+00,8.063694749867059031e+00
5.460000000000021086e-02,4.623200738411787358e-01,7.933704524660271318e+00,8.000453733986928384e+00
5.490000000000021252e-02,4.521740570135708293e-01,7.885604928473174624e+00,7.937707350471169931e+00
5.520000000000021417e-02,4.422532635241996357e-01,7.837616582361066619e+00,7.875451820234200540e+00
5.550000000000021583e-02,4.325526625350212817e-01,7.789744415826010737e+00,7.813683387083727894e+00
5.580000000000021748e-02,4.230673362251015646e-01,7.741993183799936951e+00,7.752398317990510712e+00
5.610000000000021914e-02,4.137924772363092418e-01,7.694367471316910567e+00,7.691592903326053055e+00
5.640000000000022079e-02,4.047233861769896635e-01,7.646871698067671197e+00,7.631263457070594391e+00
5.670000000000022244e-02,3.958554691823130689e-01,7.599510122839207682e+00,7.571406316993355645e+00
5.700000000000022410e-02,3.871842355300201821e-01,7.552286847842206718e+00,7.512017844807141742e+00
5.730000000000022575e-02,3.787052953103181574e-01,7.505205822929053028e+00,7.453094426298963349e+00
5.760000000000022741e-02,3.704143571487011344e-01,7.458270849705070482e+00,7.394632471438502108e+00
5.790000000000022906e-02,3.623072259804971940e-01,7.411485585535568354e+00,7.336628414465916848e+00
5.820000000000023072e-02,3.543798008759735940e-01,7.364853547451257754e+00,7.279078713960513980e+00
5.850000000000023237e-02,3.466280729148475404e-01,7.318378115954551788e+00,7.221979852891647234e+00
5.880000000000023402e-02,3.390481231090884395e-01,7.272062538729127112e+00,7.165328338653124796e+00
5.910000000000023568e-02,3.316361203729065732e-01,7.225909934255206224e+00,7.109120703082334458e+00
5.940000000000023733e-02,3.243883195388622132e-01,7.179923295332805822e+00,7.053353502465208535e+00
5.970000000000023899e-02,3.173010594190385780e-01,7.134105492515286251e+00,6.998023317528052623e+00
6.000000000000024064e-02,3.103707609102606124e-01,7.088459277455404717e+00,6.943126753417225849e+00
6.030000000000024230e-02,3.035939251423473428e-01,7.042987286166037642e+00,6.888660439667581237e+00
6.060000000000024395e-02,2.969671316684240336e-01,6.997692042197712681e+00,6.834621030160519695e+00
6.090000000000024560e-02,2.904870366963312467e-01,6.952575959734988764e+00,6.781005203072409948e+00
6.120000000000024726e-02,2.841503713601939984e-01,6.907641346613763389e+00,6.727809660814164872e+00
6.150000000000024891e-02,2.779539400312350805e-01,6.862890407261424741e+00,6.675031129962626153e+00
6.180000000000025057e-02,2.718946186669367604e-01,6.818325245561817738e+00,6.622666361184393224e+00
6.210000000000025222e-02,2.659693531976747294e-01,6.773947867646894494e+00,6.570712129152720848e+00
6.240000000000025387e-02,2.601751579499689271e-01,6.729760184616880636e+00,6.519165232458012937e+00
6.270000000000025553e-02,2.545091141055152439e-01,6.685764015190772902e+00,6.468022493512463278e+00
6.300000000000025024e-02,2.489683681951810335e-01,6.641961088288887538e+00,6.417280758449272149e+00
6.330000000000024496e-02,2.435501306271652400e-01,6.598353045549214535e+00,6.366936897016970853e+00
6.360000000000023967e-02,2.382516742485427108e-01,6.554941443779195964e+00,6.316987802469187230e+00
6.390000000000023439e-02,2.330703329394306633e-01,6.511727757344572431e+00,6.267430391450298011e+00
6.420000000000022911e-02,2.280035002390317367e-01,6.468713380496915910e+00,6.218261603877338395e+00
6.450000000000022382e-02,2.230486280028260715e-01,6.425899629641346422e+00,6.169478402818445950e+00
6.480000000000021854e-02,2.182032250901987658e-01,6.383287745545972669e+00,6.121077774368237634e+00
6.510000000000021325e-02,2.134648560818114271e-01,6.340878895494533651e+00,6.073056727520346421e+00
6.540000000000020797e-02,2.088311400260344508e-01,6.298674175383654372e+00,6.025412294037438166e+00
6.570000000000020268e-02,2.042997492137794413e-01,6.256674611766124272e+00,5.978141528318934306e+00
6.600000000000019740e-02,1.998684079810810199e-01,6.214881163841592837e+00,5.931241507266683755e+00
6.630000000000019211e-02,1.955348915387965514e-01,6.173294725395964910e+00,5.884709330148818474e+00
6.660000000000018683e-02,1.912970248288030362e-01,6.131916126690831526e+00,5.838542118462007657e+00
6.690000000000018154e-02,1.871526814060872901e-01,6.090746136304190372e+00,5.792737015792243760e+00
6.720000000000017626e-02,1.830997823461383289e-01,6.049785462923692236e+00,5.747291187674409052e+00
6.750000000000017097e-02,1.791362951770639200e-01,6.009034757093593804e+00,5.702201821450748831e+00
6.780000000000016569e-02,1.752602328358695560e-01,5.968494612916654063e+00,5.657466126128425365e+00
6.810000000000016041e-02,1.714696526483446837e-01,5.928165569712030347e+00,5.613081332236264487e+00
6.840000000000015512e-02,1.677626553320223646e-01,5.888048113630360625e+00,5.569044691680862691e+00
6.870000000000014984e-02,1.641373840216825419e-01,5.848142679227080976e+00,5.525353477602163110e+00
6.900000000000014455e-02,1.605920233168872946e-01,5.808449650995056501e+00,5.482004984228613154e+00
6.930000000000013927e-02,1.571247983510449253e-01,5.768969364857529314e+00,5.438996526732003289e+00
6.960000000000013398e-02,1.537339738815126367e-01,5.729702109622451189e+00,5.396325441082118424e+00
6.990000000000012870e-02,1.504178534002578727e-01,5.690648128399089067e+00,5.353989083901232071e+00
7.020000000000012341e-02,1.471747782646109226e-01,5.651807619977956776e+00,5.311984832318605854e+00
7.050000000000011813e-02,1.440031268476507920e-01,5.613180740174933625e+00,5.270310083825004988e+00
7.080000000000011284e-02,1.409013137077770872e-01,5.574767603140511341e+00,5.228962256127343444e+00
7.110000000000010756e-02,1.378677887770314303e-01,5.536568282635043303e+00,5.187938787003505858e+00
7.140000000000010227e-02,1.349010365677416334e-01,5.498582813270871839e+00,5.147237134157415461e+00
7.170000000000009699e-02,1.319995753970719388e-01,5.460811191722153346e+00,5.106854775074409325e+00
7.200000000000009170e-02,1.291619566290714283e-01,5.423253377903219707e+00,5.066789206876968876e+00
7.230000000000008642e-02,1.263867639338229210e-01,5.385909296116253131e+00,5.027037946180847428e+00
7.260000000000008114e-02,1.236726125633039741e-01,5.348778836169095996e+00,4.987598528951665777e+00
7.290000000000007585e-02,1.210181486435790432e-01,5.311861854463879595e+00,4.948468510361980321e+00
7.320000000000007057e-02,1.184220484829524855e-01,5.275158175057283572e+00,4.909645464648890290e+00
7.350000000000006528e-02,1.158830178953880602e-01,5.238667590691927778e+00,4.871126984972222296e+00
7.380000000000006000e-02,1.133997915395698053e-01,5.202389863801514913e+00,4.832910683273277996e+00
7.410000000000005471e-02,1.109711322731608274e-01,5.166324727491241831e+00,4.794994190134254985e+00
7.440000000000004943e-02,1.085958305214925063e-01,5.130471886492857791e+00,4.757375154638279646e+00
7.470000000000004414e-02,1.062727036602391095e-01,5.094831018094123642e+00,4.720051244230152321e+00
7.500000000000003886e-02,1.040005954118675968e-01,5.059401773043131101e+00,4.683020144577765720e+00
7.530000000000003357e-02,1.017783752556695592e-01,5.024183776428479575e+00,4.646279559434269402e+00
7.560000000000002829e-02,9.960493785112077558e-02,4.989176628536232450e+00,4.609827210500961669e+00
7.590000000000002300e-02,9.747920247427087348e-02,4.954379905684467289e+00,4.573660837290938197e+00
7.620000000000001772e-02,9.540011246685324575e-02,4.919793161035972417e+00,4.537778196993521362e+00
7.650000000000001243e-02,9.336663469781242286e-02,4.885415925389699154e+00,4.502177064339472956e+00
7.680000000000000715e-02,9.137775903695521951e-02,4.851247707951428900e+00,4.466855231466995590e+00
7.710000000000000187e-02,8.943249784044603190e-02,4.817287997084139128e+00,4.431810507788562781e+00
7.739999999999999658e-02,8.752988544787441982e-02,4.783536261038587867e+00,4.397040719858551938e+00
7.769999999999999130e-02,8.566897769063178125e-02,4.749991948664574970e+00,4.362543711241714028e+00
7.799999999999998601e-02,8.384885141134121311e-02,4.716654490103368680e+00,4.328317342382473676e+00
7.829999999999998073e-02,8.206860399409007800e-02,4.683523297461771762e+00,4.294359490475077479e+00
7.859999999999997544e-02,8.032735290522177718e-02,4.650597765468273970e+00,4.260668049334582541e+00
7.889999999999997016e-02,7.862423524444747680e-02,4.617877272111770459e+00,4.227240929268700320e+00
7.919999999999996487e-02,7.695840730604472379e-02,4.585361179263255593e+00,4.194076056950501119e+00
7.949999999999995959e-02,7.532904414991530018e-02,4.553048833280954000e+00,4.161171375291971231e+00
7.979999999999995430e-02,7.373533918227911932e-02,4.520939565599280563e+00,4.128524843318433390e+00
8.009999999999994902e-02,7.217650374578639394e-02,4.489032693302053900e+00,4.096134436043836757e+00
8.039999999999994373e-02,7.065176671883544035e-02,4.457327519680370109e+00,4.063998144346904873e+00
8.069999999999993845e-02,6.916037412388802152e-02,4.425823334775496498e+00,4.032113974848152260e+00
8.099999999999993316e-02,6.770158874457848919e-02,4.394519415907190307e+00,4.000479949787768774e+00
8.129999999999992788e-02,6.627468975141874441e-02,4.363415028187811018e+00,3.969094106904368147e+00
8.159999999999992260e-02,6.487897233590418644e-02,4.332509425022563754e+00,3.937954499314601620e+00
8.189999999999991731e-02,6.351374735283139839e-02,4.301801848596234379e+00,3.907059195393636220e+00
8.219999999999991203e-02,6.217834097064151716e-02,4.271291530346783105e+00,3.876406278656497673e+00
8.249999999999990674e-02,6.087209432960874467e-02,4.240977691426079943e+00,3.845993847640268637e+00
8.279999999999990146e-02,5.959436320769634365e-02,4.210859543148147033e+00,3.815820015787152464e+00
8.309999999999989617e-02,5.834451769390735371e-02,4.180936287425210729e+00,3.785882911328390499e+00
8.339999999999989089e-02,5.712194186896071141e-02,4.151207117191865414e+00,3.756180677169029813e+00
8.369999999999988560e-02,5.592603349312756655e-02,4.121671216817654582e+00,3.726711470773552470e+00
8.399999999999988032e-02,5.475620370106625695e-02,4.092327762508361388e+00,3.697473464052335235e+00
8.429999999999987503e-02,5.361187670349797790e-02,4.063175922696301789e+00,3.668464843248972151e+00
8.459999999999986975e-02,5.249248949556907518e-02,4.034214858419872485e+00,3.639683808828426681e+00
8.489999999999986446e-02,5.139749157174894334e-02,4.005443723692660107e+00,3.611128575366021831e+00
8.519999999999985918e-02,5.032634464711629313e-02,3.976861665862356343e+00,3.582797371437268286e+00
8.549999999999985389e-02,4.927852238489009717e-02,3.948467825959720123e+00,3.554688439508517650e+00
8.579999999999984861e-02,4.825351013006366763e-02,3.920261339037879544e+00,3.526800035828443924e+00
8.609999999999984333e-02,4.725080464900538457e-02,3.892241334502183125e+00,3.499130430320339435e+00
8.639999999999983804e-02,4.626991387489089863e-02,3.864406936430845985e+00,3.471677906475237219e+00
8.669999999999983276e-02,4.531035665883562796e-02,3.836757263886639624e+00,3.444440761245835425e+00
8.699999999999982747e-02,4.437166252659952015e-02,3.809291431219829605e+00,3.417417304941235745e+00
