"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"12",10750942962580,825972512666398,770067355404364800,235128097839098432,8.27895021529712e+30,2.52784876876807e+30,6.36054468465712e+32,1.94209345770631e+32,5.93003731859472e+35,1.81064472484213e+35,5.52852223934326e+34
"13",5814366570846.51,763279943555683,786096152431485184,205556144019467008,4.57065119016869e+30,1.1951787722189e+30,6.00011426857243e+32,1.56896882004703e+32,6.17947160867585e+35,1.61586893922355e+35,4.22533283441519e+34
"14",3061720496611.92,697756772189706,798247021775809280,176688939776997408,2.44400926793042e+30,5.40972148439863e+29,5.56982265324334e+32,1.23285904300419e+32,6.37198307773949e+35,1.41041419957714e+35,3.12189814395194e+34
"15",1581847198278.86,632283911553284,807491388047379456,149275968020941568,1.27732798981705e+30,2.36131771784291e+29,5.10563813380188e+32,9.43847929611839e+31,6.52042341770684e+35,1.20539058619346e+35,2.22833146285892e+34
"16",806959375623.447,568860435323930,814544111944980352,123731955151765760,6.57304007992877e+29,9.98466612739373e+28,4.63361918111565e+32,7.03862138711144e+31,6.63482110304237e+35,1.00785135528311e+35,1.53095967256786e+34
"17",408423766563.463,508786442610614,819934851205282560,100252808619623200,3.34880880265914e+29,4.09456297049925e+28,4.17171736117199e+32,5.10072698593008e+31,6.72293160221029e+35,8.22007717184424e+34,1.00506256361228e+34
"18",205770775062.762,452834060889507,824059977332068352,78893359251978672,1.69567460233822e+29,1.62339476805846e+28,3.73162425951796e+32,3.57256002472883e+31,6.79074846240529e+35,6.50128598368363e+34,6.22416213406177e+33
"19",103414373290.396,401390647636595,827218727044269568,59618435944361168,8.55463062313624e+28,6.16540318973974e+27,3.32037860585419e+32,2.3930282614788e+31,6.84290822372742e+35,4.93174866902648e+34,3.5543579044519e+33
"20",51907691374.4195,354571831780772,829638404484278016,42336719067709568,4.30646142523357e+28,2.19760134717217e+27,2.94166408793667e+32,1.50114080314257e+31,6.88299882195218e+35,3.51241680584337e+34,1.79239778141816e+33
"21",26038758293.9025,312307659727354,831492334630032512,26923585381066544,2.16510279246641e+28,7.01056732142839e+26,2.59681425109539e+32,8.40844194183049e+30,6.91379502548502e+35,2.2386754865114e+34,7.2487944977158e+32
"22",13058370346.2323,274406709555683,832912973592039680,13236718486774230,1.08764860753465e+28,1.72849972169118e+26,2.28556908429631e+32,3.6322443652706e+30,6.93744021577934e+35,1.10250345554198e+34,1.75210716298111e+32
"23",6547946279.96412,240602924368475,834001669679486336,1126782361341447,5.46099813046165e+27,7.37811037127491e+24,2.00663240653075e+32,2.71107131265567e+29,6.95558785028171e+35,9.39738370724161e+32,1.26963848983021e+30
"24",3283211759.33011,210589223609166,834836022317941120,-9555373915158420,2.74094344558664e+27,-3.13723160030444e+25,1.75807469780899e+32,-2.01225877408849e+30,6.96951184159642e+35,-7.97717035109147e+33,9.130517065849e+31
"25",1646203119.90535,184041159697979,835475470307651456,-18953985695129784,1.37536232582485e+27,-3.1202110385964e+25,1.53761874454635e+32,-3.48831350823059e+30,6.98019261485791e+35,-1.58355901128431e+34,3.59253573731184e+32
"26",825399448.319028,160633171194273,835965552426577536,-27205412482798728,6.90005505786609e+26,-2.24553324545937e+25,1.34283797695453e+32,-4.37009168076021e+30,6.98838404843873e+35,-2.27427876751757e+34,7.40134468359221e+32
"27",413850429.533319,140049389762316,836341162888274304,-34436437020005560,3.46120149497708e+26,-1.42515342523264e+25,1.17129069495608e+32,-4.82280199024019e+30,6.99466540741311e+35,-2.88006097830403e+34,1.18586819463281e+33
"28",207501883.487214,121990485335313,836629041813444224,-40763449462172792,1.73602101956393e+26,-8.4584925408367e+24,1.0206078285644e+32,-4.97275298383195e+30,6.99948153605682e+35,-3.41038856645484e+34,1.66165881205512e+33
"29",104040040.264644,106177665505589,836849681819099648,-46292242084282896,8.70658745919133e+25,-4.81624673038942e+24,8.88547455946469e+31,-4.91520219552874e+30,7.00317389960728e+35,-3.87396480589249e+34,2.14297167718985e+33
"30",52165179.9288228,92354661954468,837018788233037568,-51118213853063312,4.36632356919817e+25,-2.66659082328509e+24,7.73025872368007e+31,-4.72100536011587e+30,7.00600451855103e+35,-4.27869054159283e+34,2.61307178752751e+33
"31",26157717.3516086,80288320893596,837148397734093696,-55326839218592096,2.18978911692804e+25,-1.44722382223783e+24,6.72132391928346e+31,-4.44209902121071e+30,7.0081743982876e+35,-4.63167748035362e+34,3.06105913791994e+33
"32",13139015.8359935,69768251075391.8,837247735467078528,-58994296425219864,1.10006112549516e+25,-7.75126994964257e+23,5.84133102203704e+31,-4.11592888501083e+30,7.00983770544751e+35,-4.93928410874889e+34,3.48032701070671e+33
"33",6792438.46089894,60605859917162.8,837323871884913920,-62188181000602096,5.6874708716199e+24,-4.22409392441834e+23,5.07467332847534e+31,-3.76896818622565e+30,7.01111266428344e+35,-5.2071648500904e+34,3.86736985616365e+33
"34",4986385.27190784,52633016353068,837382226436156544,-64968252282436784,4.17551040085865e+24,-3.23956736322736e+23,4.40739524177827e+31,-3.41947508481174e+30,7.01208993151175e+35,-5.44032597439328e+34,4.22087380463435e+33
"35",13434996.2732634,45700511880684.7,837426955626602112,-67387175760619000,1.12508280279737e+25,-9.05346455209663e+23,3.82708405348192e+31,-3.07962842645396e+30,7.01283906010039e+35,-5.64318374454899e+34,4.54103145699256e+33
"36",74484470.3752324,39676448831195.7,837461261957498112,-69491227668320640,6.2377858556678e+25,-5.17601728859956e+24,3.32274889081653e+31,-2.7571651387991e+30,7.01341365279445e+35,-5.81962112180876e+34,4.82903072285037e+33
"37",413318418.424207,34444687845935.7,837487688101617024,-71320898301734344,3.46149086695906e+26,-2.94782408866665e+25,2.88470019914745e+31,-2.45662607889496e+30,7.01385627721791e+35,-5.973037423205e+34,5.08667053456633e+33
"38",2076381061.21544,29903626782095.7,837508594505852672,-72911182039473920,1.73898698423712e+27,-1.51391397537595e+26,2.50445444369005e+31,-2.18030877594987e+30,7.01420645871169e+35,-6.10637415936402e+34,5.3160404663933e+33
"39",9366832138.52985,25966162187310.8,837527499256526336,-74290813543085440,7.84497949693857e+27,-6.95869579892901e+26,2.17473748820278e+31,-1.92904731348702e+30,7.01452312010891e+35,-6.22205992844732e+34,5.51912497689349e+33
"40",37929303235.2251,22563491065128.4,837553397069382272,-75478155589110224,3.17678167731375e+28,-2.86283385097486e+27,1.8898128591343e+31,-1.70305068924726e+30,7.01495692942462e+35,-6.32169856181906e+34,5.69695197113393e+33
"41",137910298740.889,19660021474467.8,837613748409265024,-76467676953742912,1.15515562272597e+29,-1.05456801727125e+28,1.64675042810356e+31,-1.50335617101325e+30,7.0159679152422e+35,-6.40503775253734e+34,5.84730561870198e+33
"42",450456766094.66,17296076708834.2,837788946099662080,-77193753946272896,3.77387699329907e+29,-3.4772448765345e+28,1.44904618775531e+31,-1.33514908969761e+30,7.01890318206782e+35,-6.46720737641246e+34,5.95887564831772e+33
"43",1322421256722.14,15689175813738.7,838291375276027264,-77448945426725296,1.10857433399185e+30,-1.02420131743014e+29,1.31521007698464e+31,-1.21511012138854e+30,7.02732429862173e+35,-6.49247829754475e+34,5.99833914771187e+33
"44",3491446199426.99,15435285823016.4,839619243655832832,-76729860846011696,2.93148541722792e+30,-2.67898181033369e+29,1.29597630083327e+31,-1.18434733331847e+30,7.04960474317193e+35,-6.44238677293456e+34,5.88747154544832e+33
"45",8295760652971.13,17836239560320.3,842802596855304960,-74003396294558096,6.99168862121413e+30,-6.13914463166625e+29,1.50324290195713e+31,-1.31994230458706e+30,7.10316217266046e+35,-6.23702545731658e+34,5.47650266312942e+33
"46",17752657225140.8,25307339532306.3,849704493221577728,-67450113319661696,1.50845126108246e+31,-1.19741874156086e+30,2.15037601120847e+31,-1.70698291927321e+30,7.21997725800938e+35,-5.73126643560211e+34,4.5495177868352e+33
"47",34246812566281.2,41680808742091.1,863240215875430400,-54345819904365168,2.9563225872762e+31,-1.86117110802567e+30,3.59805503363853e+31,-2.26517772536597e+30,7.4518367030466e+35,-4.69134973061715e+34,2.95346814107769e+33
"48",59618617642252,72077032955047,887279257413900288,-31324441707246352,5.28983627896606e+31,-1.86751991300133e+30,6.39524562769513e+31,-2.25777281723164e+30,7.87264480636962e+35,-2.77935273769105e+34,9.81220648270675e+32
"49",93772961835775.4,122010286334621,926002907696833920,4789771932461763,8.68340353232722e+31,4.49151100624805e+29,1.12981879914782e+32,5.84401444957189e+29,8.57481385062991e+35,4.43534273666428e+33,2.29419151649985e+31
"50",133451804813199,195668056190721,982697356737980288,55663015146105568,1.31142735841844e+32,7.42832983259222e+30,1.9228248161668e+32,1.08914739753532e+31,9.65694094939813e+35,5.46998978521441e+34,3.09837125515558e+33
